nombre_equipo,nit,news_id,participación,categoría,recomendación
Latino-Asian Brotherhood,900161460,news14271,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900162483,news87925,Sector,Otra,1.0
Latino-Asian Brotherhood,900162483,news96925,Sector,Alianza,2.0
Latino-Asian Brotherhood,900162483,news86649,Sector,Otra,3.0
Latino-Asian Brotherhood,900162483,news17461,Sector,Otra,4.0
Latino-Asian Brotherhood,900162483,news96907,No aplica,Reputación,5.0
Latino-Asian Brotherhood,900165652,news91376,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900165652,news46750,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900165652,news91346,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900165652,news69601,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900165652,news23635,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900166862,news60366,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900166862,news96105,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900166862,news96093,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900166862,news98342,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900166862,news96128,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900166896,news95745,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900166896,news95739,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900166896,news95717,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900166896,news95734,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900166896,news14742,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900170199,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900170199,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900170199,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900170199,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900170199,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900172213,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900172213,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900172213,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900172213,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900172213,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900172963,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,900172963,news26781,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900172963,news49545,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900172963,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,900172963,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900176905,news99019,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,900176905,news99004,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900176905,news99030,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,900176905,news96902,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,900176905,news23951,No aplica,Reputación,5.0
Latino-Asian Brotherhood,900178628,news59632,Sector,Otra,1.0
Latino-Asian Brotherhood,900178628,news33730,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900178628,news99725,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900178628,news33727,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900178628,news33724,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900178724,news26364,Sector,Reputación,1.0
Latino-Asian Brotherhood,900178724,news98977,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900178724,news97135,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900178724,news97138,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900178724,news44723,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900179369,news45363,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900179369,news95815,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900179369,news95834,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,900179369,news95812,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900179369,news36967,No aplica,Reputación,5.0
Latino-Asian Brotherhood,900180277,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900180277,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900180277,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900180277,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900180277,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900182389,news87925,Sector,Otra,1.0
Latino-Asian Brotherhood,900182389,news96925,Sector,Alianza,2.0
Latino-Asian Brotherhood,900182389,news86649,Sector,Otra,3.0
Latino-Asian Brotherhood,900182389,news17461,Sector,Otra,4.0
Latino-Asian Brotherhood,900182389,news43276,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900189642,news87925,Sector,Otra,1.0
Latino-Asian Brotherhood,900189642,news15386,Sector,Reputación,2.0
Latino-Asian Brotherhood,900189642,news96925,Sector,Alianza,3.0
Latino-Asian Brotherhood,900189642,news86649,Sector,Otra,4.0
Latino-Asian Brotherhood,900189642,news17461,Sector,Otra,5.0
Latino-Asian Brotherhood,900189788,news82237,No aplica,Reputación,1.0
Latino-Asian Brotherhood,900189788,news40761,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900189788,news39549,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900189788,news34553,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900189788,news98020,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900192711,news79116,Sector,Otra,1.0
Latino-Asian Brotherhood,900192711,news79133,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900192711,news31154,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900192711,news27712,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900192711,news79130,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,900196221,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,900196221,news26781,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900196221,news49545,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900196221,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,900196221,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900196775,news79478,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900196775,news26443,No aplica,Reputación,2.0
Latino-Asian Brotherhood,900196775,news20720,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900196775,news79374,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900196775,news98453,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,900197265,news96344,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900197265,news98466,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,900197265,news98516,No aplica,Reputación,3.0
Latino-Asian Brotherhood,900197265,news75338,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,900197265,news47704,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,900199922,news36967,No aplica,Reputación,1.0
Latino-Asian Brotherhood,900199922,news98466,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,900199922,news98516,No aplica,Reputación,3.0
Latino-Asian Brotherhood,900199922,news75338,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,900199922,news94301,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900200435,news26364,Sector,Reputación,1.0
Latino-Asian Brotherhood,900200435,news96907,No aplica,Reputación,2.0
Latino-Asian Brotherhood,900200435,news98977,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900200435,news44723,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900200435,news97035,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,900203191,news36185,Sector,Reputación,1.0
Latino-Asian Brotherhood,900203191,news60489,Sector,Reputación,2.0
Latino-Asian Brotherhood,900203191,news97020,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900203191,news97014,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,900203191,news73651,No aplica,Reputación,5.0
Latino-Asian Brotherhood,900203441,news11156,No aplica,Sostenibilidad,1.0
Latino-Asian Brotherhood,900203441,news39014,No aplica,Sostenibilidad,2.0
Latino-Asian Brotherhood,900203441,news95191,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900203441,news95188,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900203441,news95151,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900203461,news89002,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,900203461,news95152,No aplica,Sostenibilidad,2.0
Latino-Asian Brotherhood,900203461,news95136,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,900203461,news95143,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900203461,news27791,No aplica,Sostenibilidad,5.0
Latino-Asian Brotherhood,900203566,news98466,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,900203566,news98516,No aplica,Reputación,2.0
Latino-Asian Brotherhood,900203566,news75338,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,900203566,news47704,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,900203566,news98463,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,900205407,news28799,No aplica,Reputación,1.0
Latino-Asian Brotherhood,900205407,news98594,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,900205407,news15512,No aplica,Sostenibilidad,3.0
Latino-Asian Brotherhood,900205407,news16315,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,900205407,news37972,No aplica,Reputación,5.0
Latino-Asian Brotherhood,900208445,news95531,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900208445,news95582,No aplica,Reputación,2.0
Latino-Asian Brotherhood,900208445,news97940,No aplica,Sostenibilidad,3.0
Latino-Asian Brotherhood,900208445,news91932,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900208445,news95577,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900210981,news38104,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900210981,news36350,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900210981,news32888,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900210981,news97310,No aplica,Reputación,4.0
Latino-Asian Brotherhood,900210981,news99425,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900211167,news99849,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,900211167,news97519,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900211167,news97492,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900211167,news97555,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900211167,news97512,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900211457,news45363,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900211457,news27553,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900211457,news20590,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900211457,news98934,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900211457,news98912,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900212828,news82237,No aplica,Reputación,1.0
Latino-Asian Brotherhood,900212828,news98020,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900212828,news99091,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900212828,news14933,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900212828,news13692,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900215071,news10775,Sector,Otra,1.0
Latino-Asian Brotherhood,900215071,news96856,Sector,Otra,2.0
Latino-Asian Brotherhood,900215071,news10204,Sector,Reputación,3.0
Latino-Asian Brotherhood,900215071,news96851,Sector,Otra,4.0
Latino-Asian Brotherhood,900215071,news96850,Sector,Reputación,5.0
Latino-Asian Brotherhood,900215626,news51251,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900215626,news96105,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900215626,news51290,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,900215626,news96093,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900215626,news98342,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900216225,news96932,No aplica,Reputación,1.0
Latino-Asian Brotherhood,900216225,news38784,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900216225,news61222,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900216225,news95662,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,900216225,news66433,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900216859,news70901,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900216859,news11089,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900216859,news17955,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900216859,news70803,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900216859,news11092,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900219120,news38104,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900219120,news97310,No aplica,Reputación,2.0
Latino-Asian Brotherhood,900219120,news99425,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900219120,news39976,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900219120,news23094,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900219866,news38104,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900219866,news97310,No aplica,Reputación,2.0
Latino-Asian Brotherhood,900219866,news99425,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900219866,news97279,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900219866,news97341,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900226715,news97135,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900226715,news35664,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900226715,news34563,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900226715,news97138,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900226715,news20651,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900226948,news95396,No aplica,Reputación,1.0
Latino-Asian Brotherhood,900226948,news95400,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900226948,news25005,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900226948,news97872,No aplica,Innovación,4.0
Latino-Asian Brotherhood,900226948,news19891,No aplica,Reputación,5.0
Latino-Asian Brotherhood,900232067,news78918,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900232067,news21441,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900232067,news99725,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900232067,news78998,No aplica,Sostenibilidad,4.0
Latino-Asian Brotherhood,900232067,news79030,No aplica,Sostenibilidad,5.0
Latino-Asian Brotherhood,900236850,news15705,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900236850,news38104,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900236850,news97310,No aplica,Reputación,3.0
Latino-Asian Brotherhood,900236850,news99425,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900236850,news31676,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900237877,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,900237877,news26781,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900237877,news49545,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900237877,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,900237877,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900241676,news17955,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900241676,news96206,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900241676,news98425,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,900241676,news96201,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900241676,news96221,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900249143,news29258,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900249143,news82607,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,900249143,news52909,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,900249143,news29244,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900249143,news82601,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900251415,news95001,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900251415,news25311,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900251415,news49869,No aplica,Macroeconomía,3.0
Latino-Asian Brotherhood,900251415,news95031,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900251415,news95015,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900255181,news49823,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,900255181,news52053,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900255181,news52018,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,900255181,news52015,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900255181,news18052,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900256736,news98275,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,900256736,news56600,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900256736,news98248,No aplica,Reputación,3.0
Latino-Asian Brotherhood,900256736,news56593,No aplica,Reputación,4.0
Latino-Asian Brotherhood,900256736,news56585,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900259154,news37787,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900259154,news96105,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900259154,news96093,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900259154,news98342,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900259154,news96128,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900259413,news99849,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,900259413,news99818,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,900259413,news14254,No aplica,Reputación,3.0
Latino-Asian Brotherhood,900259413,news99860,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,900259413,news99801,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900266415,news87925,Sector,Otra,1.0
Latino-Asian Brotherhood,900266415,news96925,Sector,Alianza,2.0
Latino-Asian Brotherhood,900266415,news86649,Sector,Otra,3.0
Latino-Asian Brotherhood,900266415,news17461,Sector,Otra,4.0
Latino-Asian Brotherhood,900266415,news96907,No aplica,Reputación,5.0
Latino-Asian Brotherhood,900273686,news98466,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,900273686,news44109,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900273686,news44106,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900273686,news98516,No aplica,Reputación,4.0
Latino-Asian Brotherhood,900273686,news75338,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,900279810,news95190,Sector,Otra,1.0
Latino-Asian Brotherhood,900279810,news95187,Sector,Otra,2.0
Latino-Asian Brotherhood,900279810,news95191,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900279810,news95175,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900279810,news95193,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900291798,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,900291798,news26781,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900291798,news49545,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900291798,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,900291798,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900292211,news44943,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900292211,news94365,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900292211,news94301,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900292211,news57873,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,900292211,news26789,No aplica,Reputación,5.0
Latino-Asian Brotherhood,900298372,news42369,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900298372,news48098,No aplica,Reputación,2.0
Latino-Asian Brotherhood,900298372,news97135,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900298372,news14085,No aplica,Reputación,4.0
Latino-Asian Brotherhood,900298372,news42393,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900298861,news37298,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900298861,news39123,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900298861,news39119,No aplica,Reputación,3.0
Latino-Asian Brotherhood,900298861,news57873,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,900298861,news97626,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900300060,news82237,No aplica,Reputación,1.0
Latino-Asian Brotherhood,900300060,news98020,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900300060,news99091,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900300060,news14933,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900300060,news13692,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900304632,news13692,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900304632,news17305,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900304632,news99340,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900304632,news95815,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900304632,news14742,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900305709,news96572,No aplica,Reputación,1.0
Latino-Asian Brotherhood,900305709,news98594,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,900305709,news29574,No aplica,Sostenibilidad,3.0
Latino-Asian Brotherhood,900305709,news16315,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,900305709,news96574,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900313349,news58298,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900313349,news58310,No aplica,Sostenibilidad,2.0
Latino-Asian Brotherhood,900313349,news21310,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900313349,news58350,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900313349,news21278,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900315674,news87925,Sector,Otra,1.0
Latino-Asian Brotherhood,900315674,news96925,Sector,Alianza,2.0
Latino-Asian Brotherhood,900315674,news86649,Sector,Otra,3.0
Latino-Asian Brotherhood,900315674,news17461,Sector,Otra,4.0
Latino-Asian Brotherhood,900315674,news96907,No aplica,Reputación,5.0
Latino-Asian Brotherhood,900316081,news87925,Sector,Otra,1.0
Latino-Asian Brotherhood,900316081,news96925,Sector,Alianza,2.0
Latino-Asian Brotherhood,900316081,news86649,Sector,Otra,3.0
Latino-Asian Brotherhood,900316081,news17461,Sector,Otra,4.0
Latino-Asian Brotherhood,900316081,news96907,No aplica,Reputación,5.0
Latino-Asian Brotherhood,900319372,news57873,No aplica,Macroeconomía,1.0
Latino-Asian Brotherhood,900319372,news94275,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900319372,news94284,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900319372,news97626,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900319372,news35556,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900319753,news66548,No aplica,Alianza,1.0
Latino-Asian Brotherhood,900319753,news98466,No aplica,Regulaciones,2.0
Latino-Asian Brotherhood,900319753,news98516,No aplica,Reputación,3.0
Latino-Asian Brotherhood,900319753,news75338,No aplica,Macroeconomía,4.0
Latino-Asian Brotherhood,900319753,news47704,No aplica,Macroeconomía,5.0
Latino-Asian Brotherhood,900322339,news96943,Sector,Otra,1.0
Latino-Asian Brotherhood,900322339,news22534,Sector,Reputación,2.0
Latino-Asian Brotherhood,900322339,news96998,Sector,Reputación,3.0
Latino-Asian Brotherhood,900322339,news96862,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900322339,news98971,Sector,Otra,5.0
Latino-Asian Brotherhood,900323466,news99747,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900323466,news27545,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,900323466,news27537,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900323466,news78793,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900323466,news98802,Sector,Otra,5.0
Latino-Asian Brotherhood,900323853,news13692,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900323853,news17305,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900323853,news36292,No aplica,Reputación,3.0
Latino-Asian Brotherhood,900323853,news99340,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900323853,news95815,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900324055,news98453,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,900324055,news26781,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900324055,news49545,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900324055,news98435,No aplica,Regulaciones,4.0
Latino-Asian Brotherhood,900324055,news17539,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900324986,news96105,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900324986,news96093,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900324986,news98342,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900324986,news96128,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900324986,news96073,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900325551,news19036,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900325551,news96105,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900325551,news96093,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900325551,news98342,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900325551,news96128,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900326523,news18687,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900326523,news97858,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,900326523,news95291,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900326523,news95292,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900326523,news95261,No aplica,Sostenibilidad,5.0
Latino-Asian Brotherhood,900327290,news17955,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900327290,news14467,No aplica,Macroeconomía,2.0
Latino-Asian Brotherhood,900327290,news44746,Sector,Macroeconomía,3.0
Latino-Asian Brotherhood,900327290,news41814,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900327290,news16305,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900329527,news46202,No aplica,Descartable,1.0
Latino-Asian Brotherhood,900329527,news46216,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900329527,news35176,No aplica,Reputación,3.0
Latino-Asian Brotherhood,900329527,news46177,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900329527,news96105,No aplica,Descartable,5.0
Latino-Asian Brotherhood,900333530,news89002,No aplica,Regulaciones,1.0
Latino-Asian Brotherhood,900333530,news95152,No aplica,Sostenibilidad,2.0
Latino-Asian Brotherhood,900333530,news95136,No aplica,Regulaciones,3.0
Latino-Asian Brotherhood,900333530,news95143,No aplica,Descartable,4.0
Latino-Asian Brotherhood,900333530,news27791,No aplica,Sostenibilidad,5.0
Latino-Asian Brotherhood,900334431,news95889,No aplica,Reputación,1.0
Latino-Asian Brotherhood,900334431,news95151,No aplica,Descartable,2.0
Latino-Asian Brotherhood,900334431,news95900,No aplica,Descartable,3.0
Latino-Asian Brotherhood,900334431,news98226,No aplica,Reputación,4.0
Latino-Asian Brotherhood,900334431,news98229,No aplica,Reputación,5.0
Latino-Asian Brotherhood,900335279,news61577,Sector,Otra,1.0
Latino-Asian Brotherhood,900335279,news95924,Sector,Sostenibilidad,2.0
Latino-Asian Brotherhood,900335279,news95917,Sector,Otra,3.0
Latino-Asian Brotherhood,900335279,news12456,Sector,Sostenibilidad,4.0
Latino-Asian Brotherhood,900335279,news13299,No aplica,Regulaciones,5.0
Latino-Asian Brotherhood,900336004,news26364,Sector,Reputación,1.0
Latino-Asian Brotherhood,900336004,news55549,Sector,Otra,2.0
Latino-Asian Brotherhood,900336004,news97020,No aplica,Descartable,3.0
